score,SentiStrength-posScore,SentiStrength-negScore,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
0.375,1,-1,0,2,0,3,0,0,0.715,-2.918,0.75,-2.03,1,0,1,0,0,3,0,0,3,0,0.393797,0.480988,0.425153,0.461288,0.378502,0.214845,0.331285,0.556615,1.669556,1.322838,1.175534,0.341098,1.042219,0.309937,1.157316,0.072825,1.465054,0.166457,0.199292,-1.083333,0,0,0
0.375,2,-1,1,0,1,0,2,0,2.275,-2.461,1.522,-2.56,0,0,0,0,0,0,0,0,0,0,0.664572,0.435364,0.615683,0.722091,0.387231,0.325106,0.302951,0.831887,2.434039,1.34448,0.149257,0.899193,0.811623,0.486181,0,0,0.911675,0.354149,1.25363,-0.801488,0,0,1
0.375,1,-4,1,0,1,0,2,0,1.496,-0.624,1.07,-0.992,0,0,0,0,0,0,0,1,0,1,0.246508,0.269467,0.345437,0.301929,0.23881,0.103277,0.086803,0.31102,1.131862,0.934207,1.602622,0.158037,0.252104,0.88966,0.599668,0,0.046648,0.68895,0.912985,-0.028274,0,0,0
0.375,1,-1,1,1,1,1,0,-2,2.756,-3.002,2.939,-4.387,1,0,0,0,0,0,0,1,1,0,0.9783,0.875002,0.802815,0.921815,0.670641,0.448487,0.550214,1.503198,3.081612,2.493059,2.260361,1.586276,0.286098,0.259407,1.998766,0.030216,0.713022,0.44808,1.449306,-0.007616,0,0,0
0.375,1,-1,0,1,0,0,0,0,1.589,-2.501,3.139,-1.962,0,1,0,0,0,0,0,0,0,0,0.900411,0.653646,0.705642,0.807319,0.738661,0.391394,0.501018,0.753915,3.492045,1.626072,0.820749,0.910993,1.072846,1.385065,0.244271,0,1.228355,0,0.548859,-1.042891,0,0,0
0.375,1,-1,0,0,0,0,0,0,1.935,-1.033,1.531,-1.142,0,0,0,0,0,0,0,1,0,0,0.363258,0.363186,0.139099,0.370021,0.174138,0.234453,0.163399,0.240511,1.118809,0.472219,0.351949,0.895141,0.552675,1.010704,0.604142,0.471382,0.74668,0,0.210417,-0.15,0,0,0
0.375,3,-1,3,1,3,1,7,0,2.372,-3.602,9.26,-2.706,0,1,0,0,1,1,1,0,1,2,1.568215,0.80984,1.553448,1.698669,0.350355,0.734105,0.506309,0.705195,5.544243,1.406937,0.524743,0.547213,0.620739,1.70299,3.371288,0.104151,0.984466,0.317789,1.959144,-0.612508,0,0,0
0.375,3,-1,1,1,1,1,3,-2,6.589,-4.487,8.293,-5.197,2,0,1,0,1,0,0,0,2,2,1.609888,0.892497,1.320937,1.39958,1.125116,0.679035,0.495428,1.754621,6.025289,3.998782,0.973878,0.163024,0.878187,0.341283,0.912534,0.312529,1.258492,0.447466,1.739583,-2.000947,0,0,0
0.375,2,-3,1,2,2,2,3,-5,3.639,-6.256,3.983,-4.346,0,1,0,0,1,0,1,1,0,2,1.631976,0.850839,1.168735,1.348975,0.691564,1.509557,0.518656,1.049955,5.23144,2.513537,2.223157,1.44965,1.394496,0,0.660725,1.030386,1.510197,0.134473,3.084504,-0.611875,0,0,1
0.375,3,-2,0,1,3,1,2,0,8.162,-1.779,1.168,-4.636,0,0,0,1,0,0,0,0,1,2,0.926211,0.759262,0.780171,0.840995,0.99857,0.634431,0.473425,1.13569,3.288049,2.64485,1.031599,0.17656,1.464503,1.412957,0,0.276173,0.318,1.812397,0.342446,-1.227283,0,0,2
0.375,1,-2,0,1,0,1,0,-2,0.336,-0.833,0.417,-1.462,0,0,0,1,0,1,0,0,1,0,0.320077,0.412901,0.177899,0.233272,0.281857,0.130899,0.205477,0.436148,1.221625,1.048089,0.205413,0.243449,0.13732,0.156994,0,0.362722,0.230098,0.333382,0.15749,-0.416667,0,0,0
0.356,1,-1,0,0,0,0,0,0,0.11,-0.48,0.289,-0.032,0,0,0,0,0,0,0,0,0,0,0.293993,0.14944,0.286315,0.289702,0.128798,0.104333,0.150634,0.177862,0.964311,0.392511,0,0,0,0.011069,0,0.256299,0,0,0,-0.175694,0,0,0
0.375,1,-4,0,1,0,1,0,0,1.833,-2.734,2.468,-1.276,1,1,1,1,0,0,0,0,2,0,0.856162,0.719206,0.349903,1.235267,0.447436,0.255486,0.496658,0.528933,1.966772,1.223638,1.02751,2.004332,0.778286,1.663213,0,0.32431,1.728176,0.00966,0.3125,-0.677083,0,0,1
0.375,2,-1,2,1,1,1,0,-3,2.947,-8.69,1.164,-5.131,1,0,0,0,0,0,0,0,1,0,1.662779,1.108723,1.468359,1.457272,0.607507,0.831108,0.737203,1.364982,6.803283,2.583348,2.405109,0.197882,0.329153,0.975505,0,0.125989,1.023048,0.293121,1.26994,-0.5625,0,0,1
0.375,3,-2,3,1,2,1,5,-2,7.081,-1.012,7.555,-0.06,1,2,0,1,1,0,1,1,1,2,0.253597,0.233234,0.290468,0.264134,0.455563,0.093266,0.143492,0.366284,0.901339,1.124419,0.210675,0.718773,0,0.183271,3.420568,0,0.608386,0.779661,1.664583,-0.375,0,0,0
0.375,1,-4,0,2,0,1,0,-2,4.126,-5.383,2.154,-8.501,2,1,1,3,0,3,0,0,3,0,1.727936,0.916119,1.361536,1.449233,0.871454,1.282923,0.435699,1.019543,5.169938,2.377756,1.582803,1.615625,0.137032,0.250545,0.879925,2.382154,1.183824,0.997589,0.526175,-0.61875,0,0,0
0.425,1,-1,1,0,0,0,0,-1,1.273,-3.033,2.303,-2.788,0,1,0,0,0,0,1,0,0,0,0.802328,0.902761,0.554376,0.731309,0.446087,0.324449,0.439957,0.690073,3.186794,1.601209,1.010102,0.240074,0,0.629614,0.248868,0.283087,0.851277,0,1.619297,-0.385827,0,0,0
0.375,2,-4,3,2,2,2,3,-3,5.151,-2.563,5.041,-2.256,2,1,0,2,1,1,0,1,2,2,0.598657,0.418199,0.426388,0.519639,0.520483,0.283276,0.223754,0.776954,2.146536,1.843622,1.062508,3.246037,2.533065,0.958545,2.258526,1.29526,1.053054,0.151293,1.216071,-1.170833,0,0,0
0.37,2,-1,2,1,1,1,7,-4,3.69,-1.25,2.956,-5.434,0,0,0,0,0,0,0,1,1,2,0.673694,1.00352,0.350913,0.472248,0.993324,0.229383,0.68898,1.207616,2.17877,2.895256,0.847456,2.13434,1.612272,1.588846,0.146628,0.229138,0.495337,1.289437,2.847787,-0.177083,0,0,0
0.314,2,-4,3,2,2,2,3,-3,4.74,-2.318,4.896,-5.378,2,0,0,1,1,0,0,1,1,2,1.505904,0.776213,1.292905,1.125442,0.569983,0.476436,0.352023,1.817518,3.945365,2.936979,4.109819,0.908046,1.174261,0.386318,3.109685,0,0.409398,1.895842,2.947222,-0.592262,0,0,0
0.375,2,-1,2,2,0,1,5,-2,5.1,-1.579,1.834,-4.041,1,2,0,1,2,0,1,2,2,4,0.293265,0.488766,0.263756,0.324819,0.33584,0.148577,0.130003,0.557756,1.443944,1.411999,1.422794,0.214607,0.411085,0.279709,2.17075,0.383961,0.312089,3.669174,0.325893,-0.327494,0,0,0
0.375,1,-1,0,1,0,1,0,0,0,-2.792,1.982,-4.146,0,0,0,0,0,0,0,1,0,0,0.391014,0.136384,0.234974,0.243044,0.089519,0.339766,0.101438,0.167289,1.300744,0.313013,2.550115,0,0.173679,0.050349,0,0,0,0,0,-0.25,0,0,0
0.375,3,-4,4,1,2,2,6,-6,7.883,-3.297,3.111,-6.19,3,3,2,2,3,2,3,3,4,4,1.178937,0.735308,0.919038,0.981115,0.707365,0.522492,0.449929,0.884853,4.118913,2.369054,1.603424,0.377665,3.374908,0.177515,0.966268,0.27229,1.140164,1.976795,5.113914,-1.010417,0,0,1
0.375,2,-4,1,2,1,2,2,-4,1.806,-1.233,1.184,-1.696,2,0,1,2,0,2,0,0,2,0,1.125701,0.280818,1.178224,0.903052,0.232032,0.970498,0.239086,0.494154,2.988005,1.043119,1.739994,1.138866,1.256253,0,0.376524,0.318649,0,0.823146,0.76875,-0.975893,0,0,0
0.375,1,-1,0,1,0,0,0,0,0.479,-1.821,1.278,-1.51,0,1,0,0,0,0,0,0,0,0,0.788851,0.491265,0.825173,0.885053,0.379425,0.451758,0.319119,0.457366,2.555894,1.196165,0.384664,0.414856,0.501073,0.11935,0.637686,0.471382,0.558654,0.245606,0.275,-0.025,0,0,0
0.375,1,-4,0,1,0,2,0,-2,0.244,-0.438,0.23,-0.527,1,0,0,0,0,0,0,0,1,0,0.644441,0.33668,0.769431,1.057953,0.244324,0.328312,0.334407,0.331243,1.931926,0.734114,1.14349,0.528785,0,0.665194,0,0.420917,0.002351,0,0,-0.285417,0,0,0
0.375,1,-4,1,0,1,0,0,-2,0.919,-1.749,1.658,-2.279,1,0,0,0,0,0,0,0,1,0,0.303369,0.661099,0.126435,0.337043,0.99014,0.258706,0.183437,1.068735,0.779597,2.131941,1.796385,0.073719,1.144792,0,0.413042,1.308023,0,0.827215,0,-0.316667,0,0,0
0.375,2,-1,1,1,1,1,2,0,1.612,-2.462,1.06,-1.591,1,0,1,0,1,0,0,1,1,1,0.43824,0.32028,0.266636,0.292916,0.253014,0.326454,0.216688,0.369759,1.663384,0.908909,0.191403,0,0.567522,0.087833,0,0.424862,0.240045,0.00966,0.458333,-0.333333,0,0,0
0.375,1,-4,0,0,0,0,0,0,2.636,-0.604,3.902,-1.19,0,1,1,0,1,0,1,2,0,2,0.593221,0.38444,0.365014,0.472068,0.368743,0.331568,0.289293,0.438209,2.17871,0.721578,1.735929,0,0.228519,0.47493,1.670268,0.089607,1.567054,0.504582,0.530713,-0.041667,0,0,0
0.375,2,-1,1,0,0,0,0,0,2.427,-1.911,2.805,-2.449,0,1,0,0,1,0,0,1,0,2,0.851283,1.172121,0.592459,0.708104,1.234884,0.342402,0.460602,1.046336,2.794587,2.524341,1.090127,1.837832,2.724434,0.11049,0.071748,0.006828,0.744815,0.731167,0.635417,-0.520833,6,0,0
0.375,2,-1,1,1,0,1,2,0,2.355,-1.735,1.642,-2.653,1,0,0,1,1,0,0,2,1,2,1.174393,0.607571,0.659976,1.222686,0.477281,0.272795,0.417394,0.630505,3.281271,1.382126,1.752739,1.2656,0.411016,0.638355,0.07577,0.732073,0.058726,0.526682,0.697917,-0.479968,0,0,0
0.444,3,-3,2,1,2,1,4,-6,10.393,-3.716,5.478,-7.032,2,1,2,2,1,2,0,2,2,2,1.170775,1.622301,1.468207,1.133847,2.195527,0.816517,0.799772,2.099642,5.491809,4.611016,0.601478,0.345999,1.940767,0.086086,4.072808,0.296579,1.535628,1.992423,1.414583,-2.61263,0,0,1
0.375,1,-1,1,2,0,1,0,0,0.255,-1.254,0.526,-0.529,0,1,0,0,1,1,0,1,1,1,0.369937,0.179299,0.362994,0.352975,0.135798,0.161443,0.160721,0.234026,1.584704,0.511615,0.225514,0,0.773943,0.24305,1.072274,0.634046,0.124982,0.022671,0.074292,-0.672123,0,0,0
0.375,2,-4,3,2,1,1,1,-3,5.319,-2.828,2.954,-4.269,1,1,0,0,1,0,0,1,1,2,1.168869,1.041218,0.807126,1.048202,0.855495,0.553641,0.525053,1.277566,3.722349,2.858628,2.019787,0.150058,1.296685,0.670262,0.615095,0.289953,0.282377,0.452287,1.570833,-0.539583,0,0,0
0.375,1,-1,0,1,0,0,0,0,1.646,-2.667,0.975,-1.082,0,0,0,0,0,0,0,0,0,0,0.268365,0.318527,0.252758,0.249907,0.220341,0.121553,0.195894,0.383336,1.398329,0.905083,0.098279,2.039265,0,0,0,0,1.695597,0,0.816803,-0.041667,0,0,0
0.375,1,-1,0,0,0,0,0,0,3.822,-6.315,3.709,-4.638,1,1,1,0,0,0,0,0,1,0,1.484075,0.756615,1.292508,1.087524,0.772059,0.728932,0.48032,1.145213,5.088585,2.443477,0.774458,0.028161,2.058301,0.225223,0.732294,0.128819,0.817471,0.331457,0.275,-0.262153,0,0,1
0.375,1,-1,1,1,0,1,1,0,1.157,-1.246,0.885,-1.6,1,0,0,0,0,0,0,0,1,0,0.625816,0.353063,0.437839,0.520078,0.354165,0.247343,0.330802,0.656664,2.383045,1.237568,0.582618,0,0.013238,0,0.774357,0,0.492786,0.09642,0.296644,-0.291667,0,0,0
0.425,2,-1,1,2,1,1,3,0,2.445,-2.306,1.556,-2.26,1,0,0,0,0,0,1,0,1,0,0.790051,0.410344,0.569135,0.69341,0.567372,0.319641,0.263543,0.553848,2.578838,1.619454,0.798545,0.002383,0.217281,0.011449,0.582687,0.44302,0.450635,0.414771,1.1875,-0.4,0,0,1
0.354,1,-1,0,1,0,1,1,-2,2.956,-1.575,3.129,-2.374,1,0,1,1,0,1,0,0,1,1,0.907338,0.5671,0.936803,0.937349,0.433283,0.439318,0.318301,0.581623,4.150029,1.589875,1.411052,2.237942,0.327849,0.56945,0.238374,1.134258,1.152417,0.667974,0.0625,-0.666667,0,0,0
0.354,1,-1,0,1,0,0,0,0,1.398,-1.563,0.28,-2.731,0,0,0,0,0,0,0,0,0,0,1.306433,0.743218,0.490799,0.962668,0.710395,0.403903,0.537081,0.958432,3.043487,2.257725,0.39782,0.565888,0.859005,0.315042,0,0.024296,0.00592,1.828819,0.03125,0,0,0,0
0.354,2,-1,1,1,2,1,3,-2,4.597,-4.561,6.896,-3.251,0,1,0,0,2,0,0,2,0,2,1.196426,0.694046,1.003646,1.087201,0.624957,0.745594,0.431377,1.118971,4.85146,2.660793,0.867878,0.070207,0.604678,0.133263,1.541761,0.209942,1.661604,0.298603,0.875,-1.696503,0,0,1
0.354,3,-2,1,0,1,0,3,0,1.418,-2.808,3.476,-1.652,0,1,0,0,1,0,1,1,0,1,0.45682,0.684014,0.256675,0.448906,0.391981,0.384245,0.278591,0.517466,1.343753,1.093485,1.032333,1.878613,0.117342,1.696458,0.924149,0.072825,0.618084,0.0047,0.21875,-0.416667,0,0,1
0.2,2,-2,0,0,0,0,0,0,1.557,-0.212,3.742,-0.3,0,0,0,0,0,0,0,0,0,0,0.435354,0.47044,0.305336,0.329566,0.700936,0.145415,0.359436,0.341785,1.177371,1.264215,1.1216,1.428568,0.115451,0,0.589349,0.285793,0.288283,0.28358,0.025,0,0,0,0
0.354,1,-1,0,0,0,0,0,0,0.696,-1.059,0.152,-2.536,0,0,0,0,0,0,0,0,0,0,0.649733,0.382211,0.375536,0.510478,0.290972,0.305853,0.397256,0.633107,2.374322,0.993364,0.439978,0.220347,0.445333,0.229701,0,0,0.309217,0,0.256386,-0.125,0,0,0
0.356,1,-1,0,1,0,2,0,-2,0,-4.02,1.742,-0.024,1,0,0,1,0,0,0,0,1,0,0.370954,0.126599,0.576498,0.25916,0.104304,0.316813,0.076788,0.078081,1.440126,0.214472,1.350535,0,0,1.466446,0,0,0.312517,0,0,-2.164583,0,0,0
0.322,1,-1,1,2,0,1,0,0,4.039,-5.003,4.522,-4.175,1,0,0,1,0,0,0,0,1,1,1.243873,0.954204,0.833718,0.954399,0.747986,0.432083,0.543394,1.323082,3.63023,2.701851,1.536282,0.505878,1.222401,1.253604,0,0.313293,0.898981,0.120283,0.807749,-0.552083,0,0,0
0.354,1,-3,0,1,0,1,0,-2,0.335,-2.801,0.304,-4.013,1,0,1,0,0,0,0,0,1,0,0.424685,0.137322,0.180352,0.241329,0.074396,0.467543,0.064607,0.172151,1.482257,0.279395,0.047555,0,0,0.079471,0.143124,0.689616,0,0,0.1875,-0.3125,0,0,0
0.354,2,-2,1,1,1,1,2,-1,5.172,-5.091,4.783,-4.019,0,0,0,0,0,0,0,0,0,0,0.998233,1.107825,0.961945,1.103993,1.244687,1.194929,0.540463,1.05089,4.62375,2.250113,0.524702,1.737297,0.781433,0.894458,2.173468,1.662096,0.074029,0.990077,0.625,-0.775,0,0,1
0.354,1,-1,2,0,1,0,0,0,0,-2.003,0.418,-0.855,0,0,0,0,0,0,0,0,0,0,0.251232,0.108486,0.251248,0.25431,0.059271,0.163649,0.068198,0.121628,1.220614,0.274396,0.28379,0,0.178964,0,0,0.00834,0,0,1.129595,-0.125,0,0,1
0.354,2,-3,2,2,0,2,2,-3,1.652,-1.565,1.571,-1.933,1,0,0,1,1,0,0,1,1,1,0.980787,0.515177,0.576343,0.58283,0.431611,0.297659,0.261003,0.466039,2.959013,1.423033,1.762191,0.638615,0.640154,0.393809,0,0.513268,0.799772,1.130983,0.90625,-0.745833,0,0,0
0.354,2,-2,1,1,2,1,3,-2,1.846,-1.071,4.786,-2.809,0,0,0,0,0,0,0,0,1,0,0.671594,0.66209,0.64153,0.555846,0.656231,0.373107,0.307859,0.72904,2.719194,1.936461,0.61969,0.039184,0.521305,0.209638,2.182987,0.092744,1.079294,0.53426,1.224302,-2.08006,0,0,0
0.328,1,-3,0,1,0,1,0,-2,1.696,-3.676,1.076,-6.976,2,0,0,0,0,2,0,0,3,0,0.796538,0.917421,0.585032,0.728035,0.788826,0.435512,0.532753,0.880615,3.358025,2.593281,1.047302,0.535763,1.721255,0.584483,0.256837,0.585821,0.236735,1.044942,0.805989,-0.924901,0,0,1
0.354,1,-4,0,3,0,3,0,-7,2.59,-3.891,0.955,-1.92,1,0,0,2,0,2,0,0,3,0,0.669768,0.329924,0.797101,0.611956,0.295045,0.649823,0.289192,0.406014,2.741267,1.009023,1.42376,0,0.311785,1.772063,0,0.625116,0.556383,0.966764,0,-1.772475,0,0,0
0.354,1,-1,0,0,0,0,0,0,0.802,-0.86,2.73,-0.772,0,0,0,0,0,0,0,1,0,0,0.37528,0.361252,0.301087,0.283765,0.302045,0.164382,0.230268,0.409606,1.79561,1.084154,0.18977,0.232145,0.269336,0.138215,0.519625,0.061098,0,0,0.3125,-0.366667,0,0,0
0.354,1,-3,0,1,0,2,1,-4,1.964,-6.73,6.072,-3.346,0,2,0,2,1,0,1,1,1,1,1.277407,1.153286,0.659103,0.907742,1.79955,0.532549,0.627632,1.278348,4.071396,2.96649,3.889293,0.111812,0.411458,1.431078,1.046201,0.044411,0.87631,0.268946,1.062938,-0.476984,6,0,0
0.354,1,-4,0,1,1,1,0,-3,1.246,-0.909,1.621,-1.198,1,0,1,0,0,0,0,0,1,0,0.466686,0.584244,0.389087,0.349232,0.500068,0.147978,0.39694,0.624053,1.564271,1.459398,1.440741,0,0.176888,0.531231,0.201813,0,0.166274,0.280991,0.07868,-0.052885,0,0,0
0.354,2,-4,0,1,0,1,3,0,2.35,-2.112,1.212,-8.451,0,1,0,0,0,0,0,0,0,0,1.446587,0.446603,1.202489,1.054832,0.408483,0.567499,0.464995,0.722102,4.114555,1.401961,2.070292,0.975668,0.135108,0.043607,0.244418,0.26452,0.982734,2.038333,0.937302,-0.4375,0,0,0
0.354,3,-1,2,0,2,0,3,0,2.39,-2.516,4.668,-0.757,1,0,0,0,1,0,0,0,1,1,0.421676,0.355185,0.465595,0.487487,0.349639,0.25449,0.253184,0.511307,1.906012,1.22866,0.17206,0,0.222989,0,0.759405,0,1.945105,0.331603,2.298984,-0.5,0,0,0
0.354,2,-4,3,2,2,2,3,-3,4.74,-2.318,4.896,-5.164,2,0,0,1,1,0,0,1,1,2,1.505904,0.776213,1.292905,1.125442,0.569983,0.476436,0.352023,1.817518,3.945365,2.936979,2.687009,0.908046,1.174261,0.386318,3.109685,0,0.409398,1.895842,2.947222,-0.592262,0,0,0
0.354,3,-4,2,1,1,2,1,-3,4.299,-2.426,2.312,-3.51,1,0,1,2,1,1,0,0,2,1,0.735754,0.95607,0.372656,0.490965,0.919635,0.308788,0.546699,1.116822,2.734812,2.709473,1.715922,0.677942,1.364252,0.806973,1.012895,0.176358,0.578084,0.820497,1.048197,-0.754167,0,0,0
0.354,1,-2,0,0,0,0,0,0,1.103,-1.136,2.496,-6.004,0,0,0,0,0,0,0,0,0,0,0.361096,0.319084,0.327428,0.318312,0.346871,0.176642,0.095122,0.275142,1.221,0.795799,0.678309,0.911676,1.037787,0,0.437448,1.063129,0.159628,0.035886,0.011364,0,0,0,0
0.354,1,-1,2,1,1,1,2,0,3.131,-2.232,4.307,-1.728,2,0,1,2,0,0,0,0,2,0,0.857928,0.69488,0.554881,0.65578,0.702685,0.417004,0.316816,1.15012,3.279823,2.359936,1.285279,0.028161,3.680666,0.343966,0.267772,0.331053,0.392419,1.289577,0.669453,-0.552083,0,0,0
0.354,1,-1,0,2,0,1,0,0,0.8,-2.073,0.177,-2.028,0,0,0,0,0,0,0,0,0,0,0.401077,0.295648,0.168138,0.209951,0.239014,0.128881,0.171341,0.336118,1.355194,0.716153,1.21453,0.084353,0.284764,0,0,0.287747,0,0.777996,0.4375,-0.3125,0,0,0
0.354,4,-4,1,0,1,1,3,-5,1.948,-5.649,1.847,-3.938,0,0,0,0,1,1,0,0,1,1,1.190025,0.683,0.93677,1.372227,0.500405,1.369484,0.547943,0.991329,3.987928,1.829827,0.482433,0.163024,0.327968,0.168761,2.427013,2.698843,0.105609,0.231087,0.943213,-1.213447,0,0,0
0.354,2,-4,1,1,1,1,4,-3,4.433,-0.791,1.565,-2.491,1,1,0,0,1,0,0,0,1,2,1.074917,0.747053,0.951172,0.928676,0.881439,0.507095,0.589245,0.833413,4.235508,1.851801,1.462077,0,1.314295,0,0.456158,0.000349,0.625247,0.397049,0.620387,-0.391964,3,0,0
0.354,1,-3,0,1,0,2,0,-4,0.992,-3.83,0.006,-2.961,0,0,0,0,0,0,0,0,0,0,0.908645,0.194077,1.013316,0.651655,0.162557,1.46844,0.148214,0.302986,2.964548,0.489697,0.571022,0,1.193048,0,0.069794,1.826958,0,1.322262,0,-0.811905,0,0,0
0.354,1,-1,0,1,0,1,0,0,3.277,-2.739,3.827,-3.407,0,0,0,0,0,0,0,0,0,0,1.666954,1.006479,1.295889,1.686777,0.531054,0.695106,0.657077,1.331234,5.760435,2.071645,1.561205,0.643075,0.437518,0.001911,0,0.092744,0.224673,0.817378,1.030789,-1.340467,0,0,0
0.354,2,-1,5,1,3,1,3,0,3.141,-3.133,1.49,-4.753,1,0,0,0,0,0,0,0,1,1,1.415135,0.775099,1.384433,1.407279,0.789876,0.786589,0.518245,1.004985,4.944651,1.742803,1.732751,0.539047,1.064638,0,0.981759,0.574427,0.328393,1.355828,2.736954,-0.208333,0,0,0
0.354,1,-1,0,1,0,0,0,-1,1.003,-5.38,5.09,-1.958,0,0,0,0,0,0,0,0,0,1,0.949051,0.845119,0.717328,0.841239,0.481769,0.529632,0.304612,0.647831,3.362353,1.761032,0.980676,0.569721,1.171781,0.55915,2.024493,0.128485,0.064646,0.183602,0.954621,-1.266629,0,0,0
0.177,3,-4,1,2,1,1,3,-2,1.785,-1.137,3.697,-1.403,1,0,0,0,1,0,0,0,1,1,0.605848,0.251958,0.169875,0.376811,0.176519,0.185759,0.154537,0.346669,1.563443,0.674205,1.950294,0.389425,0.128485,0.097015,0.621443,0.002738,0.207862,0.428193,1.395833,-0.535417,0,0,0
0.354,1,-1,0,1,0,0,0,-1,2.897,-0.988,0.263,-1.86,0,0,0,0,0,0,0,0,1,0,0.262552,0.510457,0.121345,0.292094,0.520742,0.145059,0.296804,0.734787,0.760437,1.563345,0.460135,0.285376,0.325652,0.65424,0.162405,0.254532,0.373149,0.430689,0.125,-0.125,0,0,0
0.354,1,-5,1,0,0,0,1,0,1.622,-1.643,4.223,-6.092,0,0,0,0,0,0,0,0,0,0,1.050568,1.061081,1.012628,0.79256,0.775981,0.514418,0.285416,1.100691,2.777035,2.148786,2.410869,0.348652,2.321486,1.562885,1.814951,1.131385,0.256061,5.35577,0.146577,-0.153646,0,0,0
0.333,1,-1,1,2,0,1,0,0,1.074,-0.807,0.59,-0.903,1,0,0,0,0,0,0,0,1,0,0.204608,0.348257,0.210306,0.191028,0.270631,0.098677,0.13861,0.377392,1.09731,0.709917,1.042672,0,0.140194,0.467603,0.017656,0,0,0.332099,0.469025,-0.937202,0,0,0
0.333,2,-1,1,1,1,1,3,0,6.698,-4.09,5.291,-4.616,2,1,1,2,1,1,1,1,3,1,1.351122,1.208048,0.974469,0.985765,1.659501,0.663953,0.681724,1.735258,5.635715,3.841626,1.285059,0.769775,1.745687,0.673266,1.729576,0.531944,0.918893,0.262878,1.083333,-1.902083,0,0,0
0.333,1,-2,1,3,0,1,1,-3,1.007,-5.37,2.521,-2.256,0,0,0,0,0,0,0,0,0,1,1.500403,1.025339,1.332625,1.245596,0.717899,1.152473,0.562406,1.055403,5.041683,2.171639,0.871206,0.482076,0.45678,0.903999,1.255442,3.540144,1.028604,1.483499,1.441964,-1.509821,0,0,0
0.333,1,-1,0,0,0,0,0,0,0.736,-2.066,1.75,-0.83,0,0,0,0,1,1,0,0,0,1,0.190459,0.173104,0.193746,0.21406,0.077135,0.124366,0.07626,0.265007,0.981584,0.370397,0.853073,0,0.192134,0.385147,0.665147,0,0.887214,0,0.453621,-0.28125,0,0,0
0.333,1,-4,0,1,0,1,1,-3,5.31,-1.148,7.136,-2.239,1,0,0,0,0,0,0,0,1,0,0.957678,0.509961,0.594932,1.051693,0.274958,0.888827,0.367372,0.44838,3.519575,0.871757,1.939312,0.077994,0.013238,1.202185,2.726999,0,0.683891,0.890943,0.171644,-0.34375,0,0,0
0.333,2,-4,0,0,0,0,0,0,4.187,-1.44,4.995,-5.322,0,0,0,0,0,0,0,0,0,0,0.613369,0.626995,0.628857,0.786062,0.848608,0.657049,0.548835,0.376469,2.443159,1.261922,2.170872,0,0.400984,0,2.16197,0,0.140618,2.432825,0.676023,-0.791667,0,0,2
0.333,1,-2,1,3,0,2,0,-4,1.431,-2.842,0.472,-4.922,1,0,1,0,0,1,1,0,1,0,0.948649,0.337924,0.573218,0.765243,0.229505,0.78249,0.231295,0.363789,2.712051,0.825344,0.846347,0,2.348928,0.095018,0,0.226178,0.320055,0.551664,1.449554,-0.715337,0,0,1
0.333,2,-1,2,1,2,1,4,0,1.96,-1.494,0.678,-2.201,1,1,0,2,0,0,0,0,1,0,0.761373,0.592786,0.746058,0.728195,0.8915,0.38046,0.38231,0.687759,2.795473,1.987545,0.454797,0.22227,0.419314,0,0.243859,0.175213,1.124165,0.076903,3.988542,-0.25,0,0,0
0.333,1,-4,0,0,0,0,0,0,2.695,-1.711,0.767,-8.741,0,0,0,0,0,0,0,1,0,1,0.700569,0.87787,0.764559,0.865002,0.766794,0.436429,0.711631,1.166828,3.09913,2.632399,0.702704,0.614188,0.787888,1.609814,0.286605,0.575426,0.05688,0.407064,0.632428,-0.041667,0,0,0
0.333,1,-2,0,0,0,0,0,0,1.356,-0.253,2.052,-0.591,0,0,0,0,0,0,0,0,0,0,0.272876,0.544927,0.036415,0.231013,0.343817,0.071673,0.175896,0.358789,0.456502,0.863388,1.032333,1.005429,0.168795,0.12407,0,0.088955,0.615734,0.577725,0,0,0,0,0
0.333,2,-1,1,0,0,0,2,0,1.522,-3.853,0.824,-1.553,0,0,0,0,1,0,1,0,0,1,0.920379,0.695604,0.532094,0.824851,0.470883,0.653332,0.506537,0.629703,3.61559,1.578207,0.724413,0,1.012342,0.185119,1.009107,0.873367,0.926532,1.334582,0.027083,-1.175947,0,0,0
